Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd,dowjones_close,nasdaq_close,senti_btc,senti_other,senti_joined,btc_market_price_shift1
2016-06-29,637.959625,15714300.0,10063752006.0,68912927.90875104,73853.64116000001,0.7645592260273972,0.0,1535.013698630137,9.883333333333333,1520148.0563261136,209453158595.0,2340735.1,61.68595835,1.1908433727337802,10.606473198429832,371774.0,224112.0,139350091,229114.0,146439.0,1988551.27082552,311685.48638174,199609619.18859392,17694.6797,4779.25,0.0,0.0,0.0,671.407925
2016-06-30,671.407925,15718050.0,10633103644.5,66687600.54808501,73973.26773200001,0.79751048,0.0,1546.4,9.433333333333334,1561795.9482802541,209453158595.0,2538866.97,62.50402879999999,1.1290725082273183,11.11881725488408,402792.0,231960.0,139582051,206976.0,149791.0,2084880.76119618,337666.89039181,228428274.68115556,17929.9902,4842.6699,0.0,0.0,0.0,675.1863375
2016-07-01,675.1863375,15721925.0,10608368893.75,61281896.968913905,74091.291979,0.7517467961783442,2.0,1340.1847133757965,8.166666666666666,1634679.759199999,209453158595.0,2649743.25,58.85158307,1.3724564520277802,12.775612524542591,375377.0,210409.0,139792460,194563.0,142450.0,2071603.87074733,290271.62043531,195860775.88872543,17949.3691,4862.5698,0.0,0.0,0.0,701.7121125
2016-07-02,701.7121125,15725650.0,11079978477.0,45483640.65408339,74194.819736,0.6948171610738255,0.0,1334.731543624161,8.1,1551383.975291719,209453158595.0,2625265.08,52.92652832,1.5670791553510304,13.384545434688654,344995.0,198875.0,139991335,172215.0,127541.0,2151502.29902411,241080.77217539996,169860690.45934334,17949.3691,4862.5698,0.0,0.0,0.0,658.4175
2016-07-03,658.4175,15729500.0,10380054345.0,57134569.79858901,74289.475653,0.6146488116883118,0.0,1150.1753246753246,8.25,1603443.840234394,209453158595.0,2541313.41,45.47185343,1.6868825311465452,14.513094168573911,352911.0,177127.0,140168462,211618.0,116885.0,1737085.84009891,230927.27451403,152391217.72455353,17949.3691,4862.5698,0.0,0.0,0.0,676.3294375
2016-07-04,676.3294375,15733275.0,10651112509.5,33361880.20755163,74401.113954,0.7393264966887417,0.0,1416.5562913907283,7.633333333333334,1601825.8356484587,209557682217.1457,2555599.5,55.14588726,1.58921485589218,12.122169998865239,403350.0,213900.0,140382362,211423.0,137095.0,2599568.95010456,241008.68885408,163158062.1804351,17949.3691,4862.5698,0.0,0.0,0.0,666.4855875
2016-07-05,666.4855875,15736900.0,10505010226.0,31161665.02804933,74515.542073,0.7891594413793103,0.0,1482.4758620689654,8.516666666666667,1538177.1269471957,213398925331.0,2420500.04,55.87364447,1.255207285641294,11.430693260712525,383808.0,214959.0,140597321,212915.0,139230.0,2054743.90302967,293248.26955489,195754949.85867125,17840.6191,4822.8999,0.0,0.0,0.0,673.786825
2016-07-06,673.786825,15740400.0,10643343672.0,27360174.45826167,74627.19879299999,0.7975479999999999,0.0,1533.5071428571425,9.566666666666666,1485136.5363628091,213398925331.0,2367306.18,55.67845334,1.3095201033858723,11.198786425977064,373956.0,214691.0,140812012,214306.0,141200.0,2039637.04309725,271525.30489196,183599980.6618455,17918.6191,4859.1602,0.0,0.0,0.0,636.3588625
2016-07-07,636.3588625,15743825.0,10012128070.5,93994828.71333286,74740.678598,0.8223174275362318,1.0,1571.1014492753625,8.75,1463920.3001290553,213398925331.0,2195264.8800000004,56.79864603,1.05674186281139,10.285932194510998,364414.0,216812.0,141028824,208475.0,137602.0,2848551.12251526,331850.07327148,211036735.596265,17895.8809,4876.8101,0.0,0.0,0.0,659.5552375
2016-07-08,659.5552375,15747450.0,10423237155.0,46643049.37654457,74853.75611799999,0.7798449655172415,0.0,1453.1103448275865,9.2,1538177.1269471957,213398925331.0,2401373.2,57.25884524,1.2667321320379732,11.56751571973724,363919.0,210701.0,141239525,182331.0,138869.0,2290691.94190389,290689.6219105,192407460.74255997,18146.7402,4956.7598,0.0,0.0,0.0,651.8649125
2016-07-09,651.8649125,15750587.5,10262295285.625,78574448.68600912,74951.80604200001,0.6580531812080537,0.0,1244.3288590604027,7.683333333333334,1580609.5994147046,213398925331.0,2036093.75,47.40040469,1.4650015565601684,11.148445207387983,355380.0,185405.0,141424930,159319.0,121097.0,1891222.92486778,216545.87262957,141090463.3117963,18146.7402,4956.7598,0.0,0.0,0.0,648.0949
2016-07-10,648.0949,15752537.5,10235998867.5,28357316.10202997,75043.19297700001,0.5858136858974359,0.0,1042.3589743589744,6.8,1654866.426232845,213398925331.0,1267110.0,38.56114004,1.2567589003740538,7.946515723691283,325550.0,162608.0,141587538,215257.0,112170.0,1522989.68799839,158229.32620156,102817416.16577367,18146.7402,4956.7598,0.0,0.0,0.0,647.9837
2016-07-11,647.9837,15754325.0,10240153706.75,26402272.48181793,75156.63297400001,0.7932866923076923,0.0,1525.0979020979019,7.966666666666668,1516960.8907134412,213398925331.0,1162507.115,57.33521701,0.7189767635316754,5.49832610862689,395742.0,218089.0,141805627,216859.0,135910.0,2224457.95194936,256591.77188815,166782085.80957863,18226.9297,4988.6401,0.0,0.0,0.0,672.7653124999998
2016-07-12,672.7653124999998,15756112.5,10682486713.875,48343367.13486464,75267.57607400001,0.7758258741258741,0.0,1531.7062937062935,9.266666666666667,1516960.8907134412,213398925331.0,1213263.105,51.17140866,0.6436013466691957,5.691357635606314,379937.0,219034.0,142024661,215689.0,142783.0,2314128.38521403,285684.82930864,193691457.4229648,18347.6699,5022.8198,0.0,0.0,0.0,657.4524875
2016-07-13,657.4524875,15757725.0,10366219391.25,53026862.77232912,75374.00218000001,0.8186623538461539,1.0,1677.6384615384616,10.733333333333333,1379055.3551940375,213398925331.0,1070321.95,53.55856344,0.5877964828911506,5.0631599866066495,367252.0,218093.0,142242754,218539.0,139396.0,2266429.11054586,285567.98352787,187860897.96380928,18372.1191,5005.73,0.0,0.0,0.0,658.8316125
2016-07-14,658.8316125,15759487.5,10423167437.625,34318017.313809544,75487.581772,0.7998562816901409,1.0,1553.908450704225,9.233333333333333,1506352.7725965641,213398925331.0,1175290.03,58.38309851,0.7363514382479538,5.495371722931856,367953.0,220655.0,142463409,212927.0,140185.0,2136183.92948822,248982.07612282,164674255.3268719,18506.4102,5034.0601,0.0,0.0,0.0,664.57145
2016-07-15,664.57145,15761175.0,10514437454.25,26928546.83928537,75594.26110399999,0.790217274074074,0.0,1600.6,8.983333333333333,1432095.9457784237,213398925331.0,1127082.345,55.22548963,0.6200362950687086,5.380341637566789,367739.0,216081.0,142679490,178573.0,136458.0,3349411.14443499,281068.30253169,187503475.3019157,18516.5508,5029.5898,0.0,0.0,0.0,662.15335
2016-07-16,662.15335,15763137.5,10453324633.125,13030366.55815039,75702.352224,0.6884784713375797,0.0,1160.4585987261146,7.7666666666666675,1665474.5443497219,213398925331.0,1302095.025,50.67563958,1.0284001291287708,7.327640211356575,356533.0,182192.0,142861682,165887.0,120488.0,1965918.49664543,195758.01116298,129816925.10273018,18516.5508,5029.5898,0.0,0.0,0.0,675.45905
2016-07-17,675.45905,15765000.0,10721461200.0,26346610.596016515,75808.0463,0.7093562147651007,0.0,1147.7382550335574,7.2666666666666675,1580609.5994147046,213398925331.0,1266649.0,47.87291321,0.8040629852920018,7.597120749977236,330330.0,171013.0,143032695,222808.0,110583.0,2055306.59991924,237589.95851752,161580178.988595,18516.5508,5029.5898,0.0,0.0,0.0,673.2056375
2016-07-18,673.2056375,15766850.0,10660597959.0,30616321.58581428,75930.270665,0.8202977516778523,1.0,1515.6174496644296,7.95,1581302.6992960128,213402065457.7114,1260663.03,59.6941179,0.6619069126790413,5.7551680307355015,384160.0,225827.0,143258522,219576.0,132359.0,2274871.73533598,290402.4842587,196352735.7066774,18533.0508,5055.7798,0.0,0.0,0.0,672.8432
2016-07-19,672.8432,15768450.0,10660891360.5,18855335.642488826,76040.45169500001,0.860789296875,0.0,1735.515625,9.8,1358434.5336234204,213492501107.0,1084448.36,61.86165427,0.472402502984666,5.057791028582122,373620.0,222146.0,143480668,224494.0,139404.0,2539145.56392858,351789.3414557,237841255.86478418,18559.0098,5036.3701,0.0,0.0,0.0,665.643125
2016-07-20,665.643125,15770325.0,10522118543.25,21835386.17013677,76160.269335,0.7987842666666667,0.0,1516.1933333333334,8.716666666666667,1591915.469089946,213492501107.0,1253687.59,64.19434833,0.7724023173188374,5.689027613669583,378815.0,227429.0,143708097,215360.0,151782.0,2456917.48286132,251060.14117893,167509836.7959939,18595.0293,5089.9302,0.0,0.0,0.0,664.882075
2016-07-21,664.882075,15771987.5,10488529407.375,19396531.87257841,76267.902595,0.8092726315789475,0.0,1636.135338345865,9.783333333333333,1411498.3825930853,213492501107.0,1108239.165,60.416254099999996,0.8230014062533597,5.265280084827814,364285.0,217606.0,143925703,218874.0,145861.0,2207379.88049399,209345.48118738,139216838.44441956,18517.2305,5073.8999,0.0,0.0,0.0,651.5813625
2016-07-22,651.5813625,15773600.0,10230283752.0,36015630.8103621,76379.35719200001,0.8639891240310078,0.0,1716.3100775193798,10.516666666666667,1369047.3034173532,213492501107.0,1049710.5450000002,65.19185579,0.6702281123366359,4.914548097187587,368179.0,221404.0,144147107,193971.0,147417.0,2421306.20175058,250316.54520444,162347801.72324365,18570.8496,5100.1602,0.0,0.0,0.0,655.8469125
2016-07-23,655.8469125,15775237.5,10320160372.5,22033362.322805755,76487.60275900003,0.8263020381679389,0.0,1494.6259541984732,9.8,1390272.8430052195,213492501107.0,1073869.3,60.03161359,0.9685688956732109,5.67184815629828,332946.0,195796.0,144342903,184338.0,136013.0,1834612.75600814,175261.83435925,114656292.03782137,18570.8496,5100.1602,0.0,0.0,0.0,661.4130125
2016-07-24,661.4130125,15776787.5,10437607074.25,23219394.381669026,76587.73289500002,0.794683619047619,2.0,1480.3253968253966,9.983333333333333,1337208.9940355541,213492501107.0,1044634.82,51.47913981,0.8240941631284712,5.769034421408312,352244.0,186521.0,144529424,237540.0,126966.0,1865551.59317213,197365.69103165,130573193.87271902,18570.8496,5100.1602,0.0,0.0,0.0,654.6954499999998
2016-07-25,654.6954499999998,15778425.0,10327136946.75,22293453.09391153,76707.94030300002,0.9106621818181818,1.0,1822.219696969697,9.916666666666666,1400885.6127991523,213492501107.0,1083868.56,69.86744182,0.8267290364770148,4.6799002188706265,394635.0,240533.0,144769957,234239.0,151664.0,1930722.47892412,208032.7853427,136159538.33465058,18493.0605,5097.6299,0.0,0.0,0.0,655.0654625
2016-07-26,655.0654625,15780037.5,10326456540.0,30492846.559064753,76827.01329700003,0.9230464651162792,0.0,1842.4263565891474,10.65,1369047.3034173532,213492501107.0,1058492.0,70.79427446,0.6202329817966382,4.634719859666954,403997.0,237673.0,145007630,232995.0,157177.0,2310580.41755708,271397.09171608,177602256.81900272,18473.75,5110.0498,0.0,0.0,0.0,654.9810375
2016-07-27,654.9810375,15781637.5,10351333852.625,27438393.38975308,76945.00209000002,0.9217874453125,0.0,1840.6484375,11.633333333333333,1358434.5336234204,213492501107.0,1056015.1,74.91411699,0.6470717800389703,4.662898683271905,372678.0,235603.0,145243233,234472.0,152837.0,2515469.55689173,258845.18049746,169779142.340089,18472.1699,5139.8101,0.0,0.0,0.0,655.32875
2016-07-28,655.32875,15783337.5,10354974233.625,16449698.25465171,77065.03337900003,0.876140795620438,1.0,1729.5328467153283,10.3,1453949.4617688174,213492501107.0,1126800.225,72.36223857,0.6913109380377543,4.942031386301606,393901.0,236946.0,145480179,229402.0,152996.0,2487467.29412766,258185.15813394,169387536.69693404,18456.3496,5154.98,0.0,0.0,0.0,656.8876124999998
2016-07-29,656.8876124999998,15785175.0,10402588176.75,16612345.86951323,77185.92205800003,0.8223719659863945,0.0,1574.2448979591834,10.366666666666667,1560077.159708147,213492501107.0,1216861.965,72.26700639,0.8396458033449705,5.4385454418534485,358940.0,231414.0,145711593,197597.0,145297.0,2139879.12046977,227449.12185375,149891245.79283983,18432.2402,5162.1299,0.0,0.0,0.0,654.7369625
2016-07-30,654.7369625,15786662.5,10334265005.75,11399491.459813222,77289.47115400003,0.8701604705882353,0.0,1676.3361344537814,11.416666666666664,1262919.605478024,213492501107.0,979638.83,65.72047583,0.9915699435610404,5.0969961896083635,364415.0,199484.0,145911077,190326.0,127772.0,1878531.69123546,156642.55314677,102541348.14093857,18432.2402,5162.1299,0.0,0.0,0.0,628.015375
2016-07-31,628.015375,15788587.5,9858709806.75,38521947.40893024,77411.83523200003,0.7945719350649351,0.0,1248.4025974025974,7.883333333333334,1634366.5482656774,213492501107.0,1205755.02,72.5596168,0.8532667525277247,6.487855524058047,344751.0,192254.0,146103331,223007.0,127228.0,1858564.33696221,234107.28366978,146181270.06908402,18432.2402,5162.1299,0.0,0.0,0.0,606.3223428571429
2016-08-01,606.3223428571429,15790500.0,9553884120.0,39937694.38130663,77536.40515700003,0.8141825163398693,0.0,1470.9084967320264,8.35,1623753.7784717446,213492501107.0,1158954.12,73.17800941,0.6928908258093687,5.3384579483287045,402353.0,225049.0,146328380,249886.0,143570.0,1726830.89065966,286578.77048531,173391619.29443195,18404.5098,5184.2002,0.0,0.0,0.0,515.0618999999998
2016-08-02,515.0618999999998,15792425.0,9538466775.75,57403494.65340062,77669.74284400004,0.8602431419354838,1.0,1627.4322580645162,8.333333333333334,1555605.721923616,210798472402.84515,1174458.555,81.75354194,0.3822206984948239,4.8348831596829385,412309.0,252252.0,146580632,243031.0,156119.0,3536817.41007485,528295.18387983,319085008.11157846,18313.7695,5137.73,0.0,0.0,0.0,565.0516714285715
2016-08-03,565.0516714285715,15794500.0,8908098000.0,48103787.928474,77803.05384400004,0.7935178571428572,2.0,1461.6011904761906,7.5,1686075.8792462419,201893210853.0,1187784.0,76.68873047,0.5985173707668096,4.999623064989391,403778.0,245549.0,146826181,227597.0,142540.0,2517778.74774846,363680.12638986,205115591.28388104,18355.0,5159.7402,0.0,0.0,0.0,577.3157714285715
2016-08-04,577.3157714285715,15796412.5,9098417671.75,24001987.5041588,77922.50746600004,0.7807426274509803,0.0,1515.2614379084964,7.4833333333333325,1535533.3900278276,201893210853.0,1102137.73,69.53744777,0.5449883109331497,4.924251856564213,387986.0,231835.0,147058016,225242.0,138959.0,3004674.78012408,363684.39616187,209474938.50131387,18352.0508,5166.25,0.0,0.0,0.0,576.5590857142857
2016-08-05,576.5590857142857,15798525.0,9110061456.0,16566325.510409888,78040.98424600004,0.7010460355029586,0.0,1350.5562130177514,6.916666666666668,1696112.045194136,201893210853.0,1223918.4,74.55527344,0.7992931608248266,5.525418205413686,381030.0,228244.0,147286260,193599.0,142609.0,2291567.35181081,273623.66909071,157782352.544467,18543.5293,5221.1201,0.0,0.0,0.0,588.2312714285714
2016-08-06,588.2312714285714,15800600.0,9309397508.0,24272426.91699859,78144.10785000003,0.6175066107784432,1.0,1176.952095808383,6.65,1676039.7132983475,201893210853.0,1232269.97,59.93841020000001,1.0806019832519411,6.437147419863728,342340.0,196551.0,147482811,187174.0,126613.0,1521422.44136364,198726.1215029,117085456.2670786,18543.5293,5221.1201,0.0,0.0,0.0,594.2748857142857
2016-08-07,594.2748857142857,15802450.0,9364531870.0,20475426.290076792,78257.81938200003,0.7683211621621622,0.0,1300.0945945945946,8.05,1485352.5602883562,201893210853.0,1101643.4,66.98389239,0.7350385531558902,5.903960494716153,345480.0,192414.0,147675225,232542.0,125146.0,1875748.7162169998,260800.45518149,154550349.74055097,18543.5293,5221.1201,0.0,0.0,0.0,592.6975
2016-08-08,592.6975,15804300.0,9547377630.0,15361103.591248045,78383.02600300004,0.8403128926174497,1.0,1585.8456375838925,9.816666666666666,1495388.72623625,201893210853.0,1137218.25,86.68124289,0.8332150245010291,4.983263809581613,411266.0,236291.0,147911516,230087.0,146715.0,1974802.12421969,233934.96103329,141320109.9602105,18529.2891,5213.1401,0.0,0.0,0.0,588.7753875
2016-08-09,588.7753875,15805850.0,9548313985.0,15780612.333715733,78493.21049100003,0.8814759040000001,1.0,1869.632,12.7,1254520.7434867874,201893210853.0,949947.25,75.28966453,0.6498388737224103,4.2335122049369005,393099.0,233704.0,148145220,241037.0,154383.0,2241996.82052302,252030.11558056,152251392.8222163,18533.0508,5225.48,0.0,0.0,0.0,592.1899
2016-08-10,592.1899,15807737.5,9306805453.125,34991566.07981729,78619.54178000003,0.8311269013157895,1.0,1615.6644736842104,8.116666666666667,1525497.2240799337,201893210853.0,1123923.75,75.73839938,0.6655438578686289,4.7365878575092335,417668.0,245581.0,148390801,249758.0,157332.0,2174752.25296323,296860.7366774,174776758.71881926,18495.6602,5204.5801,0.0,0.0,0.0,589.24185
